Timestamp,Temperature_F,Temperature_C,Humidity_Percent,Pressure_hPa,Corrected_Pressure,WindSpeed_mph,WindSpeed_m/s
2025-03-14T12:00:40Z,70.96,21.64444444444444,92.6,1020.51,1020.51,2.93,1.3098272
2025-03-14T12:00:50Z,50.73,10.405555555555553,24.5,1022.57,1022.57,15.38,6.8754752
2025-03-14T12:01:30Z,30.08,-1.0666666666666675,26.1,1018.44,1024.73,26.52,11.8555008
2025-03-14T12:01:50Z,75.44,24.133333333333333,93.2,1026.0,1026.0,26.86,12.007494399999999
2025-03-14T12:02:20Z,84.86,29.366666666666667,24.8,1019.42,1017.8925,15.85,7.085584
2025-03-14T12:03:00Z,99.45,37.47222222222222,24.6,994.09,994.09,28.03,12.5305312
2025-03-14T12:03:30Z,81.86,27.700000000000003,95.1,1007.05,1007.05,18.53,8.2836512
2025-03-14T12:03:50Z,75.22,24.01111111111111,20.7,1044.1,1044.1,22.23,9.9376992
2025-03-14T12:04:00Z,73.19,22.883333333333333,26.3,1049.68,1049.68,21.35,9.544304
2025-03-14T12:05:20Z,49.33,9.627777777777776,98.3,1045.0,1045.0,21.12,9.4414848
2025-03-14T12:06:10Z,20.48,-6.3999999999999995,27.1,1009.49,1037.885,9.32,4.1664128
2025-03-14T12:09:20Z,63.34,17.41111111111111,99.5,1006.73,1006.0733333333333,21.23,9.4906592
2025-03-14T12:10:30Z,66.93,19.40555555555556,23.1,1004.97,1004.97,11.88,5.3108352000000005
2025-03-14T12:10:40Z,33.67,0.9277777777777787,92.8,1004.41,1004.41,16.58,7.4119231999999995
2025-03-14T12:11:00Z,22.33,-5.372222222222224,90.6,1017.48,1017.48,6.98,3.1203392
2025-03-14T12:11:40Z,44.43,6.905555555555555,20.2,1006.08,1001.25,22.87,10.2238048
2025-03-14T12:12:00Z,87.2,30.666666666666668,23.5,984.19,984.19,17.97,8.033308799999999
2025-03-14T12:12:10Z,57.67,14.261111111111113,96.4,997.35,990.7270000000001,8.24,3.6836096
2025-03-14T12:13:00Z,68.82,20.455555555555552,25.2,1034.73,1023.412,15.29,6.8352416
2025-03-14T12:13:10Z,70.28,21.266666666666666,99.2,991.98,1029.949,15.69,7.014057599999999
2025-03-14T12:13:30Z,64.0,17.77777777777778,98.8,1047.39,1043.023,19.67,8.793276800000001
2025-03-14T12:14:40Z,97.92,36.62222222222223,24.8,1049.71,1034.6399999999999,22.59,10.0986336
2025-03-14T12:15:00Z,68.43,20.238888888888894,21.2,1022.17,1031.8533333333335,6.73,3.0085792000000002
2025-03-14T12:15:10Z,42.26,5.699999999999999,20.1,1030.46,1030.46,25.54,11.4174016
2025-03-14T12:15:20Z,27.27,-2.627777777777778,94.9,1029.4,1029.4,25.97,11.6096288
2025-03-14T12:16:30Z,32.52,0.28888888888889064,27.0,1048.39,1011.6385714285715,13.05,5.833872
2025-03-14T12:16:40Z,68.38,20.21111111111111,93.0,1014.82,1015.3714285714285,28.95,12.941808
2025-03-14T12:19:00Z,84.0,28.88888888888889,91.2,984.78,1021.6766666666666,6.54,2.9236416
2025-03-14T12:19:40Z,32.3,0.16666666666666508,92.7,1006.56,1006.56,20.26,9.0570304
2025-03-14T12:19:50Z,64.36,17.977777777777778,24.1,981.03,998.625,8.25,3.68808
2025-03-14T12:20:50Z,61.39,16.327777777777776,21.9,1002.95,997.9066666666668,21.79,9.741001599999999
2025-03-14T12:23:20Z,82.7,28.166666666666668,25.4,1007.9,1001.12625,15.18,6.7860672
2025-03-14T12:24:20Z,86.7,30.38888888888889,95.0,1047.82,1019.59875,25.94,11.596217600000001
2025-03-14T12:24:30Z,89.26,31.811111111111114,26.1,1029.5,1022.6775,23.14,10.3445056
2025-03-14T12:24:50Z,55.14,12.855555555555556,96.3,1032.68,1028.835,9.83,4.3944032
2025-03-14T12:25:30Z,39.71,4.283333333333334,93.5,1041.15,1041.15,15.89,7.1034656
2025-03-14T12:25:40Z,69.72,20.955555555555556,98.6,1013.05,1026.575,28.02,12.5260608
2025-03-14T12:25:50Z,66.28,19.044444444444444,93.7,1012.0,1012.0,11.7,5.2303679999999995
2025-03-14T12:26:10Z,70.84,21.57777777777778,22.5,1012.93,1012.93,23.68,10.5859072
2025-03-14T12:26:20Z,89.86,32.144444444444446,90.9,1029.93,1020.3050000000001,23.02,10.290860799999999
2025-03-14T12:26:50Z,28.48,-1.9555555555555553,27.9,1041.75,1029.62,6.09,2.7224736
2025-03-14T12:27:20Z,23.29,-4.8388888888888895,92.7,985.57,1029.2745454545454,1.75,0.78232
2025-03-14T12:27:40Z,53.71,12.061111111111112,94.8,982.47,1021.5890909090909,8.13,3.6344352000000004
2025-03-14T12:28:00Z,73.15,22.861111111111114,99.7,997.61,1013.9036363636365,19.93,8.9095072
2025-03-14T12:28:40Z,72.34,22.41111111111111,26.8,997.3,998.5327272727274,28.67,12.816636800000001
2025-03-14T12:29:10Z,62.57,16.983333333333334,28.8,1015.73,1004.135,17.82,7.9662528
2025-03-14T12:29:50Z,46.71,8.172222222222224,98.4,1033.48,1033.48,17.93,8.0154272
2025-03-14T12:30:00Z,68.58,20.32222222222222,23.6,1036.14,1036.14,16.02,7.161580799999999
2025-03-14T12:30:10Z,47.94,8.855555555555554,92.3,1017.01,1025.4633333333334,28.15,12.584176
2025-03-14T12:30:20Z,74.18,23.433333333333337,99.1,1002.78,1014.7866666666667,6.89,3.0801056
2025-03-14T12:32:30Z,41.55,5.305555555555554,26.4,1048.09,1028.416,4.98,2.2262592000000003
2025-03-14T12:33:40Z,35.44,1.9111111111111099,20.5,1049.6,996.281,26.67,11.9225568
2025-03-14T12:33:50Z,22.91,-5.050000000000001,24.7,1036.48,997.608,25.12,11.2296448
2025-03-14T12:34:00Z,53.22,11.788888888888888,25.4,1024.31,998.935,20.09,8.9810336
2025-03-14T12:34:10Z,34.95,1.6388888888888904,27.1,1008.3,1000.2620000000001,21.51,9.6158304
2025-03-14T12:34:30Z,68.64,20.355555555555554,24.3,980.49,1002.916,2.49,1.1131296000000002
2025-03-14T12:35:10Z,88.76,31.533333333333335,21.5,1014.46,1006.5922222222223,18.96,8.475878400000001
2025-03-14T12:35:40Z,47.27,8.483333333333336,95.0,1038.12,1008.1255555555556,24.29,10.8586016
2025-03-14T12:38:10Z,36.38,2.433333333333335,25.7,1011.12,998.8,26.48,11.8376192
2025-03-14T12:38:20Z,20.27,-6.5166666666666675,22.6,1007.39,1007.39,0.27,0.12070080000000001
2025-03-14T12:39:10Z,52.14,11.18888888888889,28.8,998.72,998.72,3.04,1.3590016
2025-03-14T12:39:20Z,29.1,-1.6111111111111103,91.5,989.79,989.79,15.15,6.7726560000000005
2025-03-14T12:40:20Z,85.76,29.866666666666667,28.2,1040.71,1043.85875,19.12,8.5474048
2025-03-14T12:42:20Z,41.17,5.094444444444445,98.2,998.38,989.9314285714286,27.61,12.3427744
2025-03-14T12:42:30Z,93.52,34.17777777777778,21.3,1039.62,998.7628571428572,26.46,11.8286784
2025-03-14T12:42:40Z,82.88,28.266666666666666,92.8,987.45,1007.5942857142858,11.8,5.275072000000001
2025-03-14T12:44:30Z,26.38,-3.1222222222222227,98.8,1032.76,1032.76,19.29,8.6234016
2025-03-14T12:44:40Z,22.85,-5.083333333333332,25.6,1012.52,1028.9616666666666,18.02,8.0556608
2025-03-14T12:45:20Z,85.65,29.805555555555557,93.6,1012.5,1013.7683333333333,22.58,10.094163199999999
2025-03-14T12:45:40Z,76.71,24.838888888888885,28.9,986.65,997.94,20.59,9.2045536
2025-03-14T12:46:50Z,80.42,26.900000000000002,21.0,1046.78,1046.78,9.02,4.0323008
2025-03-14T12:48:00Z,69.18,20.65555555555556,20.9,1047.77,1010.189,12.63,5.6461152000000006
2025-03-14T12:49:20Z,39.6,4.222222222222223,27.1,994.09,1031.052,27.42,12.2578368
2025-03-14T12:50:50Z,79.82,26.566666666666663,23.9,1049.16,1049.16,23.55,10.527792
2025-03-14T12:51:00Z,57.04,13.91111111111111,25.5,980.25,1041.53,5.81,2.5973024
2025-03-14T12:51:10Z,34.32,1.288888888888889,91.8,1038.56,1033.9,28.23,12.6199392
2025-03-14T12:52:20Z,35.46,1.9222222222222227,23.8,982.54,997.98,21.52,9.620300799999999
2025-03-14T12:52:30Z,88.89,31.605555555555554,22.1,1028.0,998.47,4.12,1.8418048
2025-03-14T12:54:10Z,68.16,20.08888888888889,90.5,992.34,1022.7275,3.17,1.4171167999999998
2025-03-14T12:54:30Z,58.76,14.866666666666665,26.0,999.03,1012.5825,1.8,0.804672
2025-03-14T12:55:20Z,39.85,4.361111111111112,23.8,1001.76,1037.022,12.89,5.7623456
2025-03-14T12:55:50Z,58.39,14.66111111111111,23.9,1022.33,1023.378,21.56,9.6381824
2025-03-14T12:56:00Z,26.26,-3.188888888888888,28.9,1018.83,1018.83,20.29,9.070441599999999
2025-03-14T12:58:00Z,87.45,30.805555555555557,91.7,1041.04,1041.04,18.15,8.113776
2025-03-14T12:58:50Z,74.27,23.48333333333333,95.6,1039.08,995.8733333333333,10.59,4.7341536
2025-03-14T12:59:00Z,79.12,26.17777777777778,22.1,990.97,997.6366666666667,28.51,12.7451104
2025-03-14T12:59:20Z,36.88,2.7111111111111126,91.3,1010.71,1004.7083333333333,18.2,8.136128
2025-03-14T12:59:40Z,90.58,32.544444444444444,95.5,1044.81,1015.325,22.91,10.2416864
2025-03-14T12:59:50Z,47.39,8.55,94.4,992.69,1020.6333333333333,28.55,12.762992
2025-03-14T13:00:00Z,87.48,30.822222222222226,25.0,1027.64,1025.9416666666666,4.15,1.8552160000000002
2025-03-14T13:00:20Z,20.6,-6.333333333333332,97.1,998.96,1033.4983333333334,15.99,7.1481696
2025-03-14T13:00:30Z,27.47,-2.5166666666666675,20.3,986.98,1035.7466666666667,15.37,6.8710048
2025-03-14T13:00:40Z,78.09,25.605555555555558,27.9,1035.65,1037.995,23.87,10.670844800000001
2025-03-14T13:02:00Z,45.5,7.5,95.9,1011.52,1038.9850000000001,26.4,11.801855999999999
2025-03-14T13:02:40Z,28.37,-2.016666666666666,97.0,1035.23,1034.381,9.3,4.157472
2025-03-14T13:04:10Z,51.9,11.055555555555555,93.8,1007.48,1006.5425,10.83,4.8414432
2025-03-14T13:04:20Z,82.75,28.194444444444443,99.3,1011.11,1011.11,5.67,2.5347168
2025-03-14T13:05:10Z,49.7,9.833333333333336,93.2,1043.56,987.6628571428571,12.42,5.5522368
2025-03-14T13:05:20Z,96.47,35.81666666666667,92.4,981.18,988.4671428571429,28.96,12.9462784
2025-03-14T13:05:40Z,58.25,14.583333333333334,28.3,992.19,990.0757142857143,9.81,4.3854624
2025-03-14T13:06:20Z,58.28,14.600000000000001,97.7,1029.45,988.1071428571429,24.56,10.9793024
2025-03-14T13:07:20Z,62.84,17.133333333333336,20.1,989.05,988.175,18.54,8.2881216
2025-03-14T13:07:30Z,73.99,23.327777777777776,25.7,1007.56,990.0575,5.6,2.503424
2025-03-14T13:07:50Z,23.25,-4.861111111111111,25.5,1025.9,993.8225,28.88,12.910515199999999
2025-03-14T13:09:10Z,42.4,5.777777777777777,95.1,983.36,1005.6,19.77,8.8379808
2025-03-14T13:10:00Z,46.91,8.283333333333331,96.3,991.86,991.86,10.72,4.7922688
2025-03-14T13:10:50Z,55.24,12.911111111111113,23.4,996.42,995.598,2.02,0.9030208
2025-03-14T13:11:20Z,66.31,19.061111111111114,99.7,1026.33,1026.33,9.73,4.3496992
2025-03-14T13:11:50Z,36.14,2.3000000000000003,29.8,1020.35,1020.35,12.12,5.418124799999999
2025-03-14T13:12:30Z,76.4,24.66666666666667,26.2,998.39,998.39,13.48,6.0260992
2025-03-14T13:13:00Z,84.76,29.311111111111114,23.4,986.76,986.76,6.98,3.1203392
2025-03-14T13:13:30Z,35.99,2.2166666666666677,93.2,1006.62,1006.62,2.7,1.207008
2025-03-14T13:13:40Z,87.94,31.077777777777776,24.8,980.65,1004.9133333333333,20.86,9.3252544
2025-03-14T13:14:10Z,91.24,32.91111111111111,95.3,1018.98,1003.8057142857143,17.78,7.9483712
2025-03-14T13:15:30Z,48.19,8.994444444444444,24.5,1019.26,1019.26,4.1,1.8328639999999998
2025-03-14T13:15:50Z,89.78,32.099999999999994,21.5,1033.96,1033.96,18.15,8.113776
2025-03-14T13:17:00Z,65.39,18.549999999999997,90.6,1037.67,995.9625,9.13,4.0814752
2025-03-14T13:17:20Z,96.71,35.949999999999996,97.3,1017.72,1012.3275,20.56,9.191142399999999
2025-03-14T13:17:50Z,35.46,1.9222222222222227,29.8,994.85,1013.0616666666667,10.82,4.8369728
2025-03-14T13:18:10Z,94.37,34.650000000000006,99.0,1041.15,1004.5450000000001,18.7,8.359648
2025-03-14T13:19:30Z,39.83,4.349999999999999,90.3,1041.53,998.8466666666667,7.55,3.375152
2025-03-14T13:19:50Z,88.93,31.62777777777778,27.4,998.71,998.71,4.91,2.1949664
2025-03-14T13:20:30Z,93.74,34.3,95.8,1007.52,1029.2375,17.2,7.689088
2025-03-14T13:20:50Z,57.96,14.422222222222224,94.5,1042.23,1040.3125,15.06,6.7324224
2025-03-14T13:21:00Z,45.05,7.249999999999998,21.7,1045.85,1045.85,26.79,11.9762016
2025-03-14T13:22:30Z,69.8,21.0,93.2,1044.57,1044.57,27.74,12.4008896
2025-03-14T13:22:50Z,63.06,17.255555555555556,95.0,1035.45,1036.3866666666665,14.29,6.3882015999999995
2025-03-14T13:23:50Z,31.28,-0.39999999999999936,90.9,982.04,994.9599999999999,21.68,9.6918272
2025-03-14T13:24:10Z,22.82,-5.1,93.7,1023.06,1003.2850000000001,29.41,13.1474464
2025-03-14T13:24:20Z,82.36,27.977777777777778,23.8,1024.14,1024.14,26.39,11.7973856
2025-03-14T13:25:00Z,31.85,-0.08333333333333254,91.6,1031.73,1001.6800000000001,29.17,13.0401568
2025-03-14T13:26:10Z,86.11,30.061111111111114,98.1,996.69,996.69,25.31,11.314582399999999
2025-03-14T13:28:10Z,27.21,-2.6611111111111105,20.4,983.36,1017.4879999999999,18.86,8.4311744
2025-03-14T13:28:20Z,92.74,33.74444444444444,23.8,1014.58,1009.206,21.81,9.7499424
2025-03-14T13:28:50Z,57.01,13.894444444444442,23.5,984.36,984.36,18.47,8.2568288
2025-03-14T13:29:30Z,97.68,36.488888888888894,25.5,996.91,984.36,18.47,8.2568288
2025-03-14T13:31:10Z,65.16,18.42222222222222,22.8,1025.55,984.36,29.54,13.2055616
2025-03-14T13:31:20Z,57.81,14.33888888888889,24.8,988.58,984.36,3.67,1.6406368
